Formula,pbe_band_gap,url
Mo2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d42
Cl2Ga2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f1f
Br6Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418add
Br2S2Sn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ee9
Si2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e2c
Br2Cr1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a85
Ag2Br2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e46
Au1Cl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a3a
Mn1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d2f
Cl2Se2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f80
I6V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d08
Fe2Te4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fba
Br6Mn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418adc
Cl2Sc2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bb4
Co1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c0e
Ni1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d69
Br6Pt2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ae8
I6Nb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cef
Ag1Br2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476353d5cc1b8bc64189fc
Br6Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ade
Cl6Co2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bcb
O2V1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d96
Cl2O1Os1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f55
Mo1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d3e
Cl6Fe2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bd4
Cl2Co2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f0c
P2Pb6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dac
Co1Ga2Se4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c0b
I6V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d07
Ni2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d6b
Cl2Tl1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bbf
Fe1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c46
Co1Ga2S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c06
C1Nb2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b2a
Br2Mn2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb2
Hf2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ca0
Bi2I2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e7f
Br6Ru2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aed
Cl2Ge2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f26
Br2Mo1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a9e
N1Zr1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d4a
C2Zr3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b73
Br2Nb2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ec8
I2Ir1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cb3
Cl2N2Nb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f3f
Br2W1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ac2
Cl2Tl1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bbe
Fe1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c49
C1F2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b12
Au2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a4d
Cl2Hf2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f28
Sb6Te6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e10
Cl2Ru2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f6f
O2Ti1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d93
C1F2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b14
Br2Nb2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eca
Fe2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c54
Br2Se2Sn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ef1
Br2Ga2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e97
Pt1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dc8
Ta2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e34
C1O2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b2f
Br2Tl1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418abe
C2H2Mo3O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b52
C2H2O2Y3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b5a
Au2Br2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e68
Cl8Nb3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c04
Cl6Ni2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be3
Mo1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d38
Ge1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c76
Br2Mo2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb5
Cl2Fe1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b8c
I2Y1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ce0
Br2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aba
Cl2Mo2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f3c
Cr1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c26
Br2Cu2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e90
Cl2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bca
Co2Te4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f9c
Ga1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c57
Cl2Ge2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f25
Co2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c1b
I2Pt1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cc4
Cl2Fe2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f1c
Au1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a3d
Hf2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c9d
Br6Rh2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aeb
I2Rh1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cc8
Au2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a4c
Co1Ga2Se4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c0a
C1Nb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b28
Cl2Rh1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418baf
C2H2Mn3O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b51
Br2Hg2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ea5
Cl6Ir2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bdb
Cl2Ir2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f33
I2Rh1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cc9
Al2Fe1S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a1a
Br2Ni2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ecd
Br2Rh1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ab0
C2H2O2Sc3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b55
Cl6Hf2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bd7
I2Tm1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cda
Mn2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d36
Fe2I2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb3
Ta1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e33
I2Pt1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cc5
Hg1Te1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cad
Cl4Sc2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f8b
Cl2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bba
Br2O2V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ed9
Cl2Fe2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f1b
Cl2Hg2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f2d
Mo2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d44
Br2Cu2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e91
S2W1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e02
C2V3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b70
C2H2O2Zr3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b5c
C1Ho2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b23
Mo1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d40
Br2Cu1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a87
Ag1Br2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f47634ad5cc1b8bc64189fb
Cl6Nb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be1
Fe2Se4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb8
Cl2Co2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f0f
C2F2Hf3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b41
I2Ir1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cb2
C1S2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b32
Cl2S2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f78
Cr2Se6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa7
O2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d89
Cu1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c32
Cu1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c2f
Br2S2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eea
Cl4Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f8d
Br2S2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eeb
Br2Ni2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ecc
Mn1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d30
C1H2O2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b1d
C1O2Y2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b30
Cl2Nb2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f51
Br2Mo1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a9d
Cl2In1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b97
S2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418df9
Br4Sc2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f00
Cl2Se2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f7b
Cl2Re1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bad
Hg1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ca6
Co1Ga2S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c07
Pt1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dca
C1H2Mo2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b17
Br6Os2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ae3
Mo1O3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d3a
Au2Cl6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a49
Br2Nb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aa1
Ge6N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c81
I2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cd3
Ni2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d6f
Cl2Ni2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f52
C1H2O2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b1f
Ni1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d67
N2Pb6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d4d
Cl2N2Pb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f42
Mn1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d2c
Pt2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dcd
Re1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dd5
Br2Tl1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418abf
Cl4Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f87
Ca2N1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b7c
Cu2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c3f
Cl2Fe1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b8b
