Formula,pbe_band_gap,url
Te2Zr2, 0.49 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e41
Se2Tl2, 0.48 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e21
Br2Rh2S2, 0.47 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ee3
C1H2O2Y2, 0.47 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b1e
Fe1O2, 0.47 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c48
C12, 0.47 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b01
S2V2, 0.47 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e01
Br2S2V2, 0.47 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eed
Cl2S2V2, 0.46 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f76
Cr2I2S2, 0.45 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa0
I6Ir2, 0.45 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ce9
Cr2I6, 0.45 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c2b
Br2Ti1, 0.45 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418abd
Cl6Co2, 0.44 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bcc
Ir2S2, 0.44 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d27
Br2Pt1, 0.43 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aac
I6Nb2, 0.43 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cee
C2Hf3O2, 0.43 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b5e
Bi2Se2, 0.43 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a75
Cl2Co2S2, 0.42 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f0e
S1Se1V1, 0.42 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dee
Te2Tl2, 0.42 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e39
Bi1O2, 0.42 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a62
Te2Zr1, 0.40 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e40
Cr2Si2Te6, 0.39 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c2d
Ni1S2, 0.39 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d65
C6N2, 0.39 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b74
Hf1Te2, 0.39 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c99
Br2Co2S2, 0.38 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e88
C2O2Zr3, 0.38 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b6b
Br2N2Pt2, 0.37 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ebd
I6Rh2, 0.36 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cfb
Br6Cu2, 0.36 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418acf
Cl2Ir2Se2, 0.36 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f36
Sc2Te2, 0.36 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e16
In2O2, 0.35 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d15
Br2Ir2Se2, 0.35 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eae
Cr2Ge2Te6, 0.35 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c2a
Ga2I6, 0.34 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c5d
Cl2Mo1, 0.34 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b9e
B1Sb1, 0.32 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a56
Br2Se2V2, 0.32 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ef5
Cl6Mo2, 0.31 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be0
Br2Os1, 0.31 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aa6
I6Tl2, 0.31 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d06
As1Na3, 0.29 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a26
Cl4V2, 0.28 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f8f
O2Rh2, 0.27 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d85
Rh2Se2, 0.27 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de1
Te2Ti2, 0.27 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e38
C1H2O2Sc2, 0.26 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b19
Br4Pt2, 0.24 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418efe
Br2S2Tl2, 0.24 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eec
Bi2Te3, 0.23 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a7b
Br2Pd1, 0.23 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aaa
C2O2Ti3, 0.22 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b67
S2V1, 0.22 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dff
Se2Ti1, 0.20 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e1e
Cl2Se2V2, 0.19 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f7e
As2Ce1Li2, 0.18 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a2b
N2Sn2, 0.18 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d51
Br6Ta2, 0.17 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418af3
Rh2S2, 0.16 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de0
Ir2O2, 0.15 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d26
C1Cr2H2O2, 0.15 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b07
Br6Co2, 0.15 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418acc
Br2Cr2Se2, 0.13 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e8d
Pb1Se2, 0.13 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418db7
Cl2Rh2Se2, 0.13 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f6d
Cl2S2Tl2, 0.12 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f75
Se2Zr2, 0.11 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e2a
Cr2S6, 0.11 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa5
Br2Rh2Se2, 0.11 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ee4
Se2Ti2, 0.09 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e20
I6Ta2, 0.09 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d02
Br6W2, 0.07 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418afb
Pd1Te2, 0.07 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dc1
Hf2Te2, 0.06 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ca1
Se2Sn1, 0.06 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e1a
Cr2I2Se2, 0.05 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa1
Co2Te2, 0.05 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c1d
I6Pt2, 0.03 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf7
Sb2Sn1Te4, 0.03 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e0c
Cl2N2Rh2, 0.03 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f45
I2W1, 0.03 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cde
Cl2Pt2Se2, 0.02 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f6b
I2Ti1, 0.02 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cd7
Hf1I2, 0.02 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c8f
Nb2Se2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d61
Ca2Si2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f0a
Ge1Se2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c72
Br2O2Zr2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418edb
Br2S2Zr2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eef
Cl2S2Ta2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f73
Br2Pt2Se2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ee2
Au1Te2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a46
C6Sb2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b77
Cl2O2W2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f62
Au1O2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a3f
Se2W2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e27
Nb2S2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d60
Ca2Sn2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f0b
Sc1Te2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e13
N2Y1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d55
Te2Zr1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e3f
Ag1I2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476356d5cc1b8bc6418a01
Cl2W1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bc2
Cl2Mo1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b9d
I2W1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cdd
Rh1Te2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ddf
Cl2O2Pd2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f58
C1O2Ta2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b2c
Mo2O2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d43
Au1Te2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a45
Br2Ge2O2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e9c
O2Ru1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d87
C1F2Nb2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b0c
Sb3Si1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e0f
C2W3, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b71
Cl2H2Lu2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b90
O2Rh1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d84
Co1Se2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c14
Mo1N2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d37
C2F2Nb3, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b44
Re2Te2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dda
Br2N2V2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ec5
I2Sc1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ccd
Hg1Se2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cac
C1Cr2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b05
Fe3Ge1Te2, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c55
I2Mo1, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cb8
C2Ta3, 0.01 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b6e
Dy2Te6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fae
C1F2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b10
Cu2I2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418faa
O2Pt2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d7f
Br2Co1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a82
Sb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e08
Cr2O4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa2
Ag2I2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e4c
Re1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dd4
Os1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418da6
Cr1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c29
I6Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d0d
Ni2Sb1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d6d
Cl2Fe2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f1e
Cr2I2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f9e
Mo2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d46
Br2Cu2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e8e
Cl2Rh1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bae
C1Cr2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b08
Br2Ga1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a8a
Cl2N2Tl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f4b
I2Pd1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cc3
Cl2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bb9
Au2Cl2Te4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e6c
Cu1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c36
Ir1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d1f
Hg1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cae
Br2Se2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ef3
Ag1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476356d5cc1b8bc6418a00
Ru2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418deb
C2Y3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b72
Br2Mn1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a9c
Br2Mn2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb3
Br2Os2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418edd
P2Si6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418daf
Re2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dd9
Ge6Sb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c83
Ag2Br2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e45
Cl2Hf2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f2a
Cl6Nb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be2
C2Mo3O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b62
Cl4Ir2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f85
C2F2Ta3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b46
Co1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c12
O2Pt1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d7e
Br2O2Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ed0
Co1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c13
Br2N2Nb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb8
Br2Ni2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ecb
I6Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d0e
Cl2Fe2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f1d
C1F2Hf2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b09
Cl2Pb2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f67
Ni1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d6a
Sc1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e14
I2Pd1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cc2
Br2Se2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ef6
Au2I2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e6f
Br2Hf2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ea2
C1H2Nb2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b18
Ir1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d1e
N2Si6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d50
Ir1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d20
Rh1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ddc
Au2Br2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e67
Br6Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ae6
Cl2Cr1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b87
Br2Fe2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e96
Br6Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418af4
Ag1Cl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476356d5cc1b8bc64189fd
O2V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d98
Cl2Ni2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f53
N2Nb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d4b
Br2Os2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418edc
Cl2Mn2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f37
Cl6Mn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bdd
Ag1Cl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476356d5cc1b8bc64189fe
Pd1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dc0
Cr2S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fa4
Ga2S4V1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c64
Cl2Ti1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bbc
Ag2Cl6Re1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a0a
Ge1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c75
Mn1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d2e
Cu1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c30
O1Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d73
C1W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b38
Cl2Co1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b86
Ru2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de9
Co1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c16
Br4Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418efb
Sc1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e12
Cl2Cr2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f10
Cl2Mn1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b9c
Cl2Hg2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f2c
I2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cce
Au1Br2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a38
Br6Fe2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ad1
Fe2S6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb7
O2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d8f
B2C2Dy2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e74
Cr1Ga2S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c1f
Nb1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d59
C1Tb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b35
Br4Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f01
C6P2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b76
Hf2S1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c9e
Fe2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c53
Br2Ru2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ee5
Br6Nb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ae0
Br2Rh1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aaf
Cl2N2Ni2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f40
C2O2Ta3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b66
Au1Br2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a39
I6Ni2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf1
S2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e07
Cl2Ge2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f24
Pt1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dcc
I6Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ced
Br2Fe1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a88
C1O2Sc2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b2b
Cl2In1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b96
Cl2Mn2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f39
Br6Hf2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ad5
Br2Y1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ac4
Fe2I2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb1
C1H2O2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b1b
Mn2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d33
